id,name,pref,area,home,original,simple,format,princess,luxury
2,アヴァンセ　リアン　東京,東京都,お台場・豊洲・竹芝・晴海周辺の東京ベイエリア,6,4,3,13,10,5
3,Royal Garden Palace 八王子日本閣,東京都,立川・八王子・町田・23区以外,4,3,4,11,5,6
14,オリエンタルホテル 東京ベイ,千葉県,千葉・舞浜・浦安・幕張,6,5,5,11,3,6
15,南青山ル・アンジェ教会,東京都,青山・表参道・渋谷・原宿,2,4,7,12,4,7
17,アニヴェルセル ヒルズ横浜,神奈川県,横浜・新横浜・川崎,2,7,2,13,10,6
18,アニヴェルセル 大宮,埼玉県,大宮・さいたま・浦和・川口周辺,7,8,4,11,10,7
19,アニヴェルセル 東京ベイ,東京都,お台場・豊洲・竹芝・晴海周辺の東京ベイエリア,3,5,2,12,11,7
22,アニヴェルセル 豊洲,東京都,お台場・豊洲・竹芝・晴海周辺の東京ベイエリア,2,4,1,12,10,8
25,乃木神社・乃木會館,東京都,赤坂・六本木・麻布,3,5,3,16,3,7
26,ｗｅｓｔ５３ｒｄ日本閣（ウエスト　フィフティサード）,東京都,新宿・中野・杉並,4,3,2,9,5,5
27,アンフェリシオン,東京都,上野・浅草・墨田・江東・江戸川などスカイツリー（R）周辺エリア,3,1,4,11,6,6
30,ウエディングホール ラ・ボア・ラクテ,埼玉県,川越・所沢・東部・県北・その他,7,5,5,11,7,4
31,新宿十二社　熊野神社,東京都,新宿・中野・杉並,4,3,5,5,1,2
40,ST.MARGARET WEDDING,千葉県,柏・成田・房総・その他,5,5,4,11,8,8
43,オーベルジュ・ド・リル・トーキョー,東京都,赤坂・六本木・麻布,2,3,5,20,4,10
45,ベルヴィ　アズグレイス,埼玉県,川越・所沢・東部・県北・その他,4,5,7,10,7,4
46,ハイアット　リージェンシー　東京,東京都,新宿・中野・杉並,3,3,3,20,3,12
47,ラ・クラリエール,埼玉県,大宮・さいたま・浦和・川口周辺,10,8,3,8,5,5
48,ヒルトン東京お台場,東京都,お台場・豊洲・竹芝・晴海周辺の東京ベイエリア,6,3,4,16,5,6
50,ホテル　イースト２１東京　●オークラ　ホテルズ　＆　リゾーツ,東京都,上野・浅草・墨田・江東・江戸川などスカイツリー（R）周辺エリア,5,3,4,16,4,7
62,グランドニッコー東京 台場,東京都,お台場・豊洲・竹芝・晴海周辺の東京ベイエリア,4,3,2,17,4,7
63,ウェスティンホテル東京,東京都,白金・恵比寿・代官山・広尾,4,0,3,20,4,12
64,ホテルメトロポリタン,東京都,池袋・練馬・文京・板橋,6,2,4,11,5,5
71,ＴＨＥ　ＣＨＥＬＳＥＡ　ＣＯＵＲＴ,千葉県,千葉・舞浜・浦安・幕張,5,7,5,11,7,6
77,BELLE VIE THE GRAND　ベルヴィ ザ・グラン,埼玉県,川越・所沢・東部・県北・その他,4,4,4,11,9,7
78,ベルヴィ武蔵野,埼玉県,大宮・さいたま・浦和・川口周辺,8,5,4,11,8,5
89,ヒルトン小田原リゾート＆スパ ,神奈川県,箱根・小田原・海老名・厚木・相模原・その他,5,2,4,13,4,8
90,箱根の森高原教会・ホテルグリーンプラザ箱根,神奈川県,箱根・小田原・海老名・厚木・相模原・その他,4,4,4,9,4,3
94,ベイサイドパーク迎賓館／テイクアンドギヴ・ニーズ,千葉県,千葉・舞浜・浦安・幕張,2,5,1,8,2,6
96,アーヴェリール迎賓館（大宮）／テイクアンドギヴ・ニーズ,埼玉県,大宮・さいたま・浦和・川口周辺,4,5,5,10,7,5
98,ヒルサイドクラブ迎賓館,東京都,立川・八王子・町田・23区以外,4,5,4,10,6,6
106,青山フェアリーハウス・セントフェアリーチャペル,東京都,青山・表参道・渋谷・原宿,8,5,4,11,5,7
109,東京ヴァンテアンクルーズ,東京都,品川・目黒・浜松町・世田谷,3,1,3,6,2,4
110,アニヴェルセル　みなとみらい横浜,神奈川県,みなとみらい・桜木町・山手・山下町・関内,2,7,2,16,10,11
118,PENT　HOUSE　THE　TOKYO　presented by SKYHALL,東京都,品川・目黒・浜松町・世田谷,7,5,5,15,7,7
119,ホテル椿山荘東京,東京都,池袋・練馬・文京・板橋,6,5,3,23,7,12
123,メルヴェーユ,神奈川県,みなとみらい・桜木町・山手・山下町・関内,8,2,6,11,3,4
129,横浜ベイシェラトン ホテル＆タワーズ,神奈川県,横浜・新横浜・川崎,4,3,4,12,3,6
132,セレス高田馬場,東京都,新宿・中野・杉並,2,2,4,11,8,7
133,THE LANDMARK SQUARE,東京都,品川・目黒・浜松町・世田谷,6,5,4,16,6,8
136,アグネス ホテル アンド アパートメンツ 東京,東京都,池袋・練馬・文京・板橋,5,3,6,9,3,5
137,DAZZLE,東京都,銀座,5,4,5,9,4,5
139,リビエラ東京,東京都,池袋・練馬・文京・板橋,7,4,4,11,6,7
140,シーサイド　リビエラ,神奈川県,鎌倉・湘南・葉山,8,6,3,10,8,7
144,ハミルトンホテル上総,千葉県,柏・成田・房総・その他,3,3,5,10,5,6
145,エルシオン (KISARAZU),千葉県,柏・成田・房総・その他,6,3,5,10,4,6
155,リーガロイヤルホテル東京,東京都,新宿・中野・杉並,4,2,3,17,5,8
156,新横浜国際ホテル　ウエディングマナーハウス,神奈川県,横浜・新横浜・川崎,5,3,4,12,4,6
157,ヒルトン東京,東京都,新宿・中野・杉並,3,2,4,20,3,5
160,ホテルベルクラシック東京,東京都,池袋・練馬・文京・板橋,3,2,4,12,10,7
162,メルパルク東京,東京都,品川・目黒・浜松町・世田谷,6,3,6,10,6,6
163,La Felice,茨城県,茨城県全域,3,5,4,9,4,4
164,代官山　鳳鳴館,東京都,白金・恵比寿・代官山・広尾,4,5,3,12,6,4
169,ベルヴィギャザホール ザ・シーン／ＨＯＵＳＥ ＯＦ ＴＨＥ ＭＡＣＡＲＯＮ,埼玉県,大宮・さいたま・浦和・川口周辺,6,7,5,8,7,6
172,フォレスト・イン昭和館,東京都,立川・八王子・町田・23区以外,6,2,4,10,4,5
173,伊勢山皇大神宮,神奈川県,みなとみらい・桜木町・山手・山下町・関内,2,1,5,6,1,5
174,メルパルク横浜,神奈川県,みなとみらい・桜木町・山手・山下町・関内,7,3,4,11,4,4
175,ホテルモントレ銀座,東京都,銀座,7,3,7,11,2,3
179,ホテルグランド東雲,茨城県,茨城県全域,5,3,5,10,3,6
180,アルシオーネ・コート佐野,栃木県,栃木県全域,5,4,4,12,4,4
188,新横浜グレイスホテル,神奈川県,横浜・新横浜・川崎,5,3,7,12,6,7
191,東京ベイ舞浜ホテル,千葉県,千葉・舞浜・浦安・幕張,6,6,4,10,4,7
195,横浜ロイヤルパークホテル,神奈川県,みなとみらい・桜木町・山手・山下町・関内,4,4,3,13,2,10
197,アルシェ,茨城県,茨城県全域,3,5,5,6,3,3
204,綱町三井倶楽部,東京都,赤坂・六本木・麻布,6,4,4,18,4,11
206,KKRポートヒル横浜,神奈川県,みなとみらい・桜木町・山手・山下町・関内,4,5,3,10,2,5
207,ホテル横浜ガーデン,神奈川県,みなとみらい・桜木町・山手・山下町・関内,2,3,5,9,2,4
208,成田ビューホテル,千葉県,柏・成田・房総・その他,5,4,5,12,6,7
212,メゾン　ポール・ボキューズ,東京都,白金・恵比寿・代官山・広尾,4,2,5,12,4,3
217,アルカーサル迎賓館川越,埼玉県,川越・所沢・東部・県北・その他,7,5,5,10,5,6
218,山のホテル,神奈川県,箱根・小田原・海老名・厚木・相模原・その他,6,2,6,10,4,4
220,富士屋ホテル,神奈川県,箱根・小田原・海老名・厚木・相模原・その他,5,5,3,12,3,10
222,Pleats.I,埼玉県,川越・所沢・東部・県北・その他,3,6,5,11,7,4
224,クルーズクルーズ THE GINZA,東京都,銀座,2,3,5,9,3,3
229,レストランルーク,東京都,銀座,2,1,4,10,2,4
230,バルコニーレストラン＆バー,東京都,赤坂・六本木・麻布,8,2,4,8,2,3
231,スケープスザスィート,神奈川県,鎌倉・湘南・葉山,5,3,3,8,2,9
232,響　風庭　赤坂,東京都,赤坂・六本木・麻布,5,4,4,11,2,4
234,響　丸の内,東京都,東京駅・皇居周辺,4,1,5,10,2,4
236,ディアナ・マリエール,埼玉県,川越・所沢・東部・県北・その他,3,3,4,6,6,6
244,シェラトン都ホテル東京,東京都,白金・恵比寿・代官山・広尾,4,2,4,19,4,7
247,第一ホテル東京シーフォート,東京都,品川・目黒・浜松町・世田谷,5,3,4,12,5,5
251,ザ・ウイングス海老名,神奈川県,箱根・小田原・海老名・厚木・相模原・その他,5,5,4,14,3,4
252,目黒雅叙園（ホテル雅叙園東京）,東京都,品川・目黒・浜松町・世田谷,5,3,3,13,3,10
253,アーカンジェル迎賓館（宇都宮）,栃木県,栃木県全域,4,6,5,9,4,5
254,アーセンティア迎賓館（高崎）,群馬県,群馬県全域,3,4,4,9,3,7
255,アーククラブ迎賓館（水戸）,茨城県,茨城県全域,2,2,3,5,4,4
256,アーセンティア迎賓館（柏）,千葉県,柏・成田・房総・その他,4,5,3,7,3,6
257,ガーデンヒルズ迎賓館,埼玉県,大宮・さいたま・浦和・川口周辺,3,4,2,10,7,5
258,アーカンジェル代官山,東京都,白金・恵比寿・代官山・広尾,3,6,4,12,8,6
259,麻布迎賓館,東京都,赤坂・六本木・麻布,6,3,5,7,3,4
260,アーフェリーク白金,東京都,白金・恵比寿・代官山・広尾,3,5,3,7,11,4
261,白金倶楽部,東京都,白金・恵比寿・代官山・広尾,7,5,6,8,3,3
262,青山迎賓館,東京都,青山・表参道・渋谷・原宿,4,5,2,20,4,11
271,ヒカリフルコート,群馬県,群馬県全域,6,5,5,11,5,5
272,ロイヤルチェスター太田,群馬県,群馬県全域,4,4,4,9,6,7
273,ヴィクトリアガーデン恵比寿迎賓館,東京都,白金・恵比寿・代官山・広尾,5,5,4,9,4,5
277,ラグナヴェール TOKYO,東京都,東京駅・皇居周辺,3,2,3,13,6,4
278,アンジェリオン　オ　プラザ　TOKYO,東京都,東京駅・皇居周辺,3,3,3,11,4,5
279,ザ　マグナスTOKYO,東京都,銀座,3,3,4,11,3,4
280,シャルマンシーナ　TOKYO,東京都,青山・表参道・渋谷・原宿,4,3,4,8,8,3
281,ラグナスイート新横浜　ホテル&ウエディング,神奈川県,横浜・新横浜・川崎,6,4,3,11,2,5
284,アイランドヒルズ迎賓館,群馬県,群馬県全域,2,4,5,12,2,5
285,響　品川,東京都,品川・目黒・浜松町・世田谷,3,2,4,9,1,2
307,Angepatio,東京都,青山・表参道・渋谷・原宿,6,6,4,12,5,4
308,Duo DOMO,東京都,白金・恵比寿・代官山・広尾,6,6,4,8,4,5
312,ガーデンシティ品川,東京都,品川・目黒・浜松町・世田谷,4,2,5,11,3,6
320,キャメロットヒルズ,埼玉県,大宮・さいたま・浦和・川口周辺,6,6,3,7,8,5
327,アジュールひたちなか ウエディングヴィラ,茨城県,茨城県全域,5,5,5,6,5,5
328,アジュール日立 ウエディングコースト,茨城県,茨城県全域,5,4,5,9,2,5
329,ウエディングヒルズ アジュール,茨城県,茨城県全域,5,4,5,10,6,7
330,アジュール土浦 ウエディングハウス,茨城県,茨城県全域,4,5,5,9,3,4
331,アジュール鹿嶋 ウエディングハウス,茨城県,茨城県全域,4,5,5,9,6,4
